workbook,requested_view,twb_file,datasource,datasource_internal,field_name,caption,datatype,role,type,aggregation,semantic_role,hidden,param_domain_type,calculation_class,formula,members_json
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""3.2d. Establecimentos de la Educación común. Acceso a internet""",[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
3_2dEstablecimientosAccesoainternet,DHBEvolucinTemporal,3.2d Establecimientos Acceso a internet.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""3.2f. Establecimientos de la Educación común. Servicios alimentarios gratuitos""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""3.2f. Establecimientos de la Educación común. Servicios alimentarios gratuitos""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosEntregadealimentos,DHBEvolucinTemporal,3.2e Establecimientos Entrega de alimentos.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""3.2e. Establecimientos de la Educación común. Disponibilidad de laboratorio de informática""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""3.2e. Establecimientos de la Educación común. Disponibilidad de laboratorio de informática""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
3_2eEstablecimientosLaboratorioinformtica,DHBEvolucinTemporal,3.2e Establecimientos Laboratorio inform├ítica.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""3.3a. Matrícula de la Educación común. Características generales""",[]
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
3_3aMatrculaECCaractersticas,DHBEvolucinTemporal,3.3a Matr├¡cula EC Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
